id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes
6868cDsJrSGPyYnO8HPxHZ,indie tribe,ROB HELL,indie,journee,neutre,cuisine,motive,couple,maison,126,0.731,0.642,0.688,0.735,0.282,0.034,0.314,8.2
3S04lhLcIP2IAgv2ifq2UC,331Music,Indie,indie,apres_midi,neutre,loisir,neutre,amis,exterieur,115,0.647,0.453,0.627,0.464,0.269,0.047,0.133,6.8
53digzlDS79znypcRuFXBo,indie tribe,ACT,indie,journee,neutre,loisir,neutre,famille,maison,123,0.763,0.594,0.733,0.359,0.356,0.035,0.186,8.2
4twrPigd0WUg9hbL0FmuAM,Adrik,Indie,indie,journee,neutre,conduite,motive,couple,voiture,110,0.708,0.701,0.719,0.695,0.333,0.051,0.089,7.0
6gCzmH04ba3LhWB4TihXnn,indie tribe,RED FLAGS,indie,apres_midi,neutre,cuisine,neutre,amis,restaurant,123,0.649,0.673,0.646,0.486,0.168,0.031,0.051,8.0
478ACo993LBxkU3Sv8Vsua,Taaryn,Indie,indie,journee,neutre,loisir,neutre,amis,exterieur,124,0.767,0.508,0.601,0.529,0.29,0.073,0.174,6.7
6OhY6laZEBXfn0oa78nhAX,AMPISH,Indie,indie,journee,neutre,loisir,neutre,famille,maison,109,0.782,0.564,0.704,0.551,0.327,0.07,0.175,7.1
15y4aBGY07JLaLgMLaOI3h,DJ Mykael V,TR!BE ON THE MOVE,pop,apres_midi,chaud,detente,romantique,couple,restaurant,125,0.637,0.92,0.724,0.647,0.011,0.089,0.201,7.4
4M8YuQqB6GIAz4N09nZn8t,Braxton Cook,Indie,indie,apres_midi,neutre,loisir,neutre,amis,exterieur,115,0.683,0.598,0.634,0.392,0.122,0.075,0.105,7.0
29sQXh2B7CBjY2t1JMhGGT,indie tribe,PULP FICTION,indie,apres_midi,neutre,loisir,neutre,amis,restaurant,120,0.669,0.598,0.746,0.447,0.345,0.078,0.226,8.1
4OU4JK6MhbUYM2ApUOaUVq,IMRSQD,Indie,indie,apres_midi,neutre,loisir,neutre,famille,maison,110,0.698,0.533,0.549,0.572,0.344,0.028,0.161,6.8
6oVdkLtgzrDmeNisp9o4mc,MoonMoon,Indie,indie,apres_midi,neutre,detente,romantique,couple,maison,109,0.641,0.741,0.688,0.788,0.378,0.065,0.291,6.7
0cLUVjdaZAdouPRhXMTC1h,Creepy Nuts,Gohotekitobikatanosusume,pop,weekend,chaud,cuisine,joyeux,famille,exterieur,115,0.745,0.938,0.781,0.529,0.2,0.08,0.164,7.7
6FSmXbz0EUv6tLM9d214p4,Payasodeyapa,Indie,indie,soiree,pluvieux,loisir,nostalgique,seul,maison,115,0.595,0.482,0.608,0.785,0.104,0.026,0.116,6.6
2OFvClbKLxtHeVMb3O1pOX,Original Koffee,West Indies,indie,apres_midi,neutre,detente,romantique,couple,restaurant,128,0.567,0.683,0.505,0.651,0.093,0.059,0.091,7.7
7EDPtTTKlfj0WZVDHcNSYD,Acumen,Indie,indie,journee,neutre,loisir,neutre,famille,cafe,127,0.741,0.51,0.701,0.631,0.371,0.071,0.25,6.6
7GDlQGwTVbKn6aOPR997xv,Indieforlife,Crazy Story x Montagem Lunar Diamante,indie,apres_midi,neutre,loisir,neutre,seul,maison,118,0.642,0.554,0.635,0.775,0.387,0.03,0.333,8.1
10R0WbF7ekdbScY5XRvCYY,Rachid Taha,Indie,indie,journee,neutre,cuisine,motive,couple,cafe,118,0.702,0.747,0.653,0.769,0.395,0.073,0.083,6.8
3Q0QmleD5h2V8nCsfsdbHI,indie tribe,MANDATORY,indie,journee,neutre,conduite,motive,famille,voiture,117,0.753,0.674,0.759,0.403,0.324,0.021,0.059,7.8
4MokzxduPUwwLwS92Q5fMM,D.i.n BEATS,Indie,indie,apres_midi,neutre,detente,romantique,couple,restaurant,116,0.661,0.715,0.726,0.688,0.162,0.048,0.192,6.6
3ZdYouySVrlIVQ02xYppj3,Robin Skies,Indie Movie Night 1,indie,nuit,nuageux,loisir,nostalgique,seul,maison,122,0.536,0.477,0.537,0.864,0.005,0.037,0.241,6.9
4hN5TRMGnnTuE0NWW6otIE,Aarktica,Indie,indie,apres_midi,neutre,detente,romantique,couple,restaurant,119,0.534,0.654,0.534,0.801,0.031,0.026,0.34,6.2
0751ozQYIiLVQ9FRFhe55j,The Killers,Glamorous Indie Rock & Roll,rock,journee,neutre,sport,neutre,amis,exterieur,151,0.95,0.501,0.77,0.521,0.06,0.102,0.144,7.4
71I6NpMjk537uSubXDkVV4,Michelle,Indie,indie,journee,neutre,conduite,motive,couple,voiture,121,0.711,0.602,0.591,0.749,0.206,0.068,0.21,7.0
31S2Q3un7Wh6kTW2NIUnqL,Raphael Lake,Prisoner,pop,apres_midi,neutre,detente,romantique,couple,restaurant,121,0.662,0.764,0.763,0.782,0.233,0.035,0.18,8.0
76kMEpzKLbO56G0f6BfDwM,周涛文,Indie,indie,apres_midi,neutre,loisir,neutre,famille,maison,110,0.613,0.567,0.594,0.494,0.087,0.071,0.092,6.5
3C1Y2ufbDRDQXFl1sIF6Eu,indie tribe,TEAM,indie,apres_midi,neutre,loisir,neutre,amis,maison,117,0.591,0.48,0.487,0.492,0.31,0.071,0.174,7.6
4N5guglVJdjG8eZOQedJMW,Mike Phirman,Indie,indie,nuit,nuageux,loisir,nostalgique,seul,cafe,116,0.76,0.458,0.748,0.721,0.202,0.036,0.24,6.2
30DAzZ9pfknGTa5NdMQNrX,indie tribe,LIKE ME,indie,soiree,pluvieux,loisir,nostalgique,seul,maison,120,0.513,0.451,0.468,0.746,0.039,0.026,0.161,7.2
5XJGXVAxjAbb3ZAlnnHAst,HOME IS DEAD,Indie,indie,apres_midi,neutre,loisir,neutre,seul,maison,118,0.581,0.504,0.563,0.763,0.123,0.027,0.071,6.3
7hDEqKECXWU1syQCwJsFCb,Soccer Mommy,Indie Rokkers,indie,apres_midi,neutre,loisir,neutre,seul,cafe,114,0.559,0.531,0.605,0.801,0.085,0.021,0.32,7.2
2NDoK87du1jK5yd6b63Hmz,Rachid Taha,Indie,indie,apres_midi,neutre,conduite,neutre,amis,voiture,113,0.661,0.676,0.573,0.498,0.105,0.029,0.22,6.8
5Z6FrdQQJRYez4wlGlu2ZG,indie tribe,HOLY SMOKE!,indie,apres_midi,neutre,detente,romantique,couple,restaurant,116,0.616,0.648,0.706,0.806,0.014,0.035,0.298,7.8
7836zv0i40bgabqDqVqBW3,Rachid Taha,Indie,indie,apres_midi,neutre,loisir,neutre,amis,exterieur,119,0.637,0.526,0.675,0.431,0.177,0.064,0.252,6.7
0MTdYgTZ25sLCO6kVnDoje,Sai Abhyankkar,"Aasa Kooda - From ""Think Indie""",indie,journee,neutre,cuisine,motive,couple,maison,117,0.784,0.749,0.689,0.675,0.321,0.071,0.181,8.6
2pW5kNCx133MWWirxegvng,Happy Birthday Songs,Happy Birthday To You - Classic Version,pop,journee,neutre,conduite,motive,famille,voiture,126,0.759,0.744,0.778,0.467,0.097,0.075,0.305,8.0
60nZcImufyMA1MKQY3dcCH,Pharrell Williams,"Happy - From ""Despicable Me 2""",pop,weekend,chaud,sport,joyeux,groupe,exterieur,154,0.88,0.918,0.935,0.513,0.388,0.09,0.125,8.4
6snoOAATGyud5oaIT9gwws,Imogen Heap,The Happy Song,pop,weekend,ensoleille,fete,joyeux,amis,club,121,0.849,0.893,0.839,0.539,0.261,0.069,0.054,8.3
7KvZLaYFqBqoADTelAsWWO,Treaty Oak Revival,Happy Face,pop,weekend,ensoleille,cuisine,joyeux,famille,exterieur,123,0.717,0.828,0.714,0.592,0.065,0.099,0.177,8.4
3cJSJTrEKNfm1TmoswErkW,Stevie Wonder,Happy Birthday,pop,apres_midi,chaud,detente,romantique,couple,restaurant,131,0.669,0.858,0.728,0.592,0.104,0.09,0.079,7.6
0XkGuccSfq43beHberZYKz,Tempo,Happy Birthday,pop,journee,neutre,sport,motive,amis,salle_sport,131,0.713,0.725,0.606,0.444,0.019,0.101,0.348,8.6
1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,135,0.896,0.95,0.771,0.638,0.06,0.065,0.076,8.0
3B0rbCaw4wkVU9OUjekgxb,Happy Birthday,Happy Birthday - Dance Mix,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,143,0.829,0.929,0.95,0.53,0.365,0.071,0.283,7.4
3ZEno9fORwMA1HPecdLi0R,NF,HAPPY,pop,journee,ensoleille,sport,joyeux,amis,salle_sport,133,0.776,0.811,0.691,0.495,0.209,0.065,0.222,8.4
2R5iTxkCln6NLTw6l0kjWw,CoComelon,Happy Birthday Song,pop,apres_midi,ensoleille,detente,romantique,couple,maison,118,0.672,0.894,0.699,0.736,0.197,0.071,0.151,7.6
14UEvrPgy16q1kLClxnPDG,Grupo Celebración,Happy Birthday - Mariachi,pop,journee,neutre,cuisine,motive,amis,cafe,121,0.767,0.739,0.841,0.626,0.004,0.102,0.211,7.6
0INUE1K7cEiE8VH63Rv5RJ,Mudvayne,Happy?,pop,journee,ensoleille,sport,energique,amis,salle_sport,136,0.892,0.716,0.82,0.522,0.022,0.117,0.181,8.2
7yCF65vpc7sUwPjftI0iFb,Ace of Base,Happy Nation,pop,journee,neutre,cuisine,motive,famille,maison,121,0.795,0.739,0.789,0.477,0.375,0.053,0.277,8.6
66dhFnT6oQ65N3NPeEuLfQ,The Minions,Happy Birthday to You,pop,apres_midi,neutre,detente,romantique,couple,maison,124,0.655,0.705,0.757,0.595,0.05,0.031,0.155,7.5
5hvVdUchUscAK6hLezOoUV,Forrest Frank,HAPPY,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,127,0.627,0.811,0.713,0.594,0.043,0.077,0.289,8.1
0k1rBoFbEGVTyZd1GVbEW5,Elmo,Happy Dance,pop,journee,ensoleille,sport,energique,groupe,salle_sport,151,0.883,0.777,0.862,0.574,0.22,0.085,0.059,8.0
2BCECbXfftaxyBRLnIpeZT,Jagwar Twin,Happy Face,pop,journee,neutre,conduite,motive,couple,voiture,116,0.734,0.784,0.698,0.616,0.238,0.048,0.058,8.5
2j51zcNLfN4FiZf89SXWq7,Gracie's Corner,The Birthday Song,pop,weekend,ensoleille,conduite,joyeux,amis,voiture,118,0.795,0.873,0.783,0.538,0.291,0.043,0.216,7.3
2beeR72qyVu9RYvqKO3L3R,Super Simple Songs,If You're Happy and You Know It,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,124,0.618,0.817,0.669,0.608,0.125,0.117,0.336,8.0
6CbcdeTQKj0qTaZTt0xkdk,Ashanti,Happy,pop,weekend,chaud,sport,joyeux,amis,salle_sport,151,0.837,0.93,0.913,0.399,0.302,0.085,0.059,7.8
27v8MmYsoyXiCS5EEqmGHS,The Minions,It's your birthday,pop,apres_midi,neutre,detente,romantique,couple,maison,125,0.638,0.784,0.646,0.604,0.362,0.033,0.091,7.1
3zjjzKg16tczCMwckGKGuH,Weathers,Happy Pills,pop,apres_midi,neutre,cuisine,neutre,amis,restaurant,126,0.693,0.783,0.702,0.497,0.024,0.081,0.214,8.4
1yYE8EyuIV0rrvQ1bA2Fyf,Bring Me The Horizon,Happy Song,pop,apres_midi,neutre,conduite,neutre,famille,voiture,136,0.678,0.752,0.741,0.455,0.005,0.035,0.273,8.5
3YYTCTlM2K3GoRz3X3d4ES,Jagwar Twin,Happy Face,pop,apres_midi,chaud,detente,romantique,amis,cafe,136,0.66,0.925,0.808,0.783,0.07,0.109,0.308,7.5
4ijhhX7q8gKpwMBrEdd10F,Clave Especial,HAPPY,pop,journee,ensoleille,sport,energique,amis,salle_sport,139,0.86,0.757,0.766,0.307,0.39,0.097,0.093,8.0
1WbjIWan3JBeOV4wrIveRA,Kyle Hume,Happy,pop,journee,neutre,conduite,motive,famille,voiture,118,0.77,0.665,0.711,0.35,0.215,0.081,0.258,8.3
0nlERwr8m4Ks1RYYuTVm0C,Busy Signal,Happy Birthday,pop,journee,neutre,sport,motive,groupe,exterieur,134,0.754,0.683,0.754,0.641,0.015,0.047,0.196,8.2
4keoy2fqgwGnbWlm3ZVZFa,Zedd,Happy Now,pop,journee,ensoleille,sport,energique,amis,exterieur,153,0.865,0.791,0.935,0.645,0.308,0.117,0.303,8.1
5SAckbSHhNJ41b3bn5XwPL,Kygo,Happy Birthday (feat. John Legend),pop,apres_midi,neutre,detente,romantique,couple,restaurant,137,0.654,0.736,0.601,0.64,0.382,0.108,0.326,7.9
6LVzOLJkzG3C4hLNOdaBry,Blake Shelton,Happy Anywhere (feat. Gwen Stefani),pop,journee,chaud,sport,energique,amis,exterieur,153,0.826,0.712,0.86,0.508,0.079,0.072,0.327,8.2
3OYNziV4X8XQuOW0NUyeWG,Jack Hartmann,Happy Fathers Day,pop,apres_midi,ensoleille,detente,romantique,couple,maison,131,0.651,0.938,0.688,0.724,0.387,0.031,0.194,6.6
5sVXeMDbBvCBYP9Ff22MUp,Peyton Malloye,Happy Thoughts,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,131,0.786,0.926,0.868,0.662,0.389,0.046,0.342,7.8
5lujBnGhaV4zgazZ6A8S5g,X Ambassadors,Happy People (with Teddy Swims & Jac Ross),pop,weekend,chaud,conduite,joyeux,couple,voiture,117,0.763,0.948,0.768,0.607,0.221,0.117,0.305,7.8
5kWzM5dWoG54dGyFb5uMuX,Vicente Fernández,Las Mañanitas,pop,weekend,chaud,sport,joyeux,amis,salle_sport,142,0.824,0.941,0.766,0.35,0.181,0.057,0.24,7.5
3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,pop,journee,chaud,sport,energique,groupe,salle_sport,145,0.928,0.705,0.719,0.419,0.08,0.042,0.254,8.4
43bq8lmMMtMSXJST6g3Nq1,Megan Moroney,Sad Songs For Sad People,pop,apres_midi,neutre,detente,romantique,couple,restaurant,125,0.61,0.762,0.696,0.565,0.385,0.038,0.193,8.0
11MyiSGZSYSmhhqwGUTtAq,Lana Del Rey,Sad Girl,pop,apres_midi,neutre,cuisine,neutre,famille,maison,122,0.688,0.782,0.693,0.445,0.002,0.091,0.235,8.8
09gysnJpfQ3ublBmJDfcEC,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),pop,weekend,chaud,fete,joyeux,amis,club,120,0.814,0.95,0.893,0.728,0.259,0.048,0.305,8.1
65krtHkaYLPr0mEbjL61UP,Sade,Kiss of Life,pop,apres_midi,chaud,cuisine,neutre,famille,exterieur,139,0.683,0.95,0.678,0.479,0.311,0.107,0.114,8.2
4PEGwWH4tL6H7dGl4uVSPg,Sade,Like a Tattoo,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,134,0.793,0.941,0.786,0.653,0.041,0.119,0.253,8.2
68cUJFq7aAbgeurngTmngL,Junior H,$AD BOYZ II,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,135,0.861,0.95,0.873,0.52,0.366,0.041,0.335,8.0
1VykDC2twhsRrlhgxJHKRZ,Gabito Ballesteros,Sad Loqueron,pop,journee,neutre,conduite,motive,famille,voiture,119,0.723,0.661,0.736,0.552,0.361,0.036,0.332,8.5
0BU7UCDxV2AxK11swhJ9aJ,flipturn,Sad Disco,pop,journee,neutre,conduite,motive,amis,voiture,122,0.797,0.717,0.709,0.407,0.24,0.053,0.1,8.3
57h06SZNL6LJ3YKZ1UGCeu,Enigma,Sadeness,pop,weekend,chaud,fete,joyeux,groupe,maison,129,0.798,0.814,0.815,0.643,0.241,0.042,0.301,8.1
5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Suddenly I See,pop,weekend,chaud,sport,joyeux,amis,exterieur,149,0.898,0.948,0.793,0.396,0.002,0.06,0.126,8.1
6glXSeNfi2H3caS76upMpY,Jorsshh,SAD LOQUERON,pop,journee,neutre,cuisine,motive,couple,maison,127,0.766,0.675,0.733,0.613,0.057,0.05,0.231,8.5
1SvET7grrtsHT0CkyJjJcZ,Sade,Is It a Crime,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,138,0.719,0.894,0.761,0.575,0.054,0.11,0.23,8.1
1Ist6PR2BZR3n2z2Y5R6S1,Lana Del Rey,Summertime Sadness,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,130,0.705,0.95,0.792,0.745,0.104,0.076,0.087,8.2
21SralRv4ucDT3i1rYrr85,Taylor Swift,Sad Beautiful Tragic (Taylor's Version),pop,apres_midi,neutre,detente,romantique,couple,restaurant,122,0.611,0.759,0.644,0.661,0.088,0.071,0.248,7.6
73qMN9bXy7MSPwwGfH3wQr,Taylor Swift,Sad Beautiful Tragic (Taylor's Version),pop,journee,ensoleille,sport,energique,groupe,salle_sport,146,0.802,0.79,0.73,0.458,0.395,0.099,0.28,8.2
1oaaSrDJimABpOdCEbw2DJ,Sade,No Ordinary Love,pop,weekend,chaud,sport,joyeux,amis,salle_sport,141,0.929,0.851,0.785,0.539,0.075,0.05,0.333,8.0
0ZfByLXCeKchuj7zi1CJ0S,Milky Chance,Stolen Dance,pop,journee,chaud,cuisine,energique,couple,maison,120,0.811,0.754,0.705,0.604,0.117,0.047,0.335,8.6
4WBsIOTX5GdlA8Asicg6Vy,Smaug,Sad Hamster,pop,weekend,chaud,sport,joyeux,amis,exterieur,138,0.754,0.888,0.757,0.504,0.136,0.104,0.073,7.1
68FTJoO8edSpzuYb6lGW6P,Marty Robbins,Saddle Tramp,pop,apres_midi,chaud,detente,romantique,amis,exterieur,128,0.686,0.945,0.862,0.577,0.149,0.095,0.145,7.8
7H3ojI1BsVy0dEJENqMt1k,Sade,By Your Side,pop,journee,chaud,sport,energique,amis,exterieur,142,0.942,0.724,0.901,0.482,0.265,0.097,0.176,8.2
7tYKa4wd7gL5LwcxidBPkG,We The Kings,Sad Song - feat. Elena Coats,pop,apres_midi,ensoleille,detente,romantique,couple,maison,119,0.653,0.912,0.781,0.777,0.097,0.1,0.183,7.8
4J7s7j5ulwElPG7HaGQDXR,Sade,Pearls,pop,apres_midi,neutre,detente,romantique,couple,restaurant,123,0.638,0.798,0.639,0.801,0.166,0.102,0.123,8.1
4AwUc1mdlX4ARHkUNG0iho,P1Harmony,SAD SONG,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,152,0.881,0.873,0.832,0.587,0.099,0.045,0.055,7.9
1Hv1VTm8zeOeybub15mA2R,Sade,Smooth Operator - Single Version,pop,journee,neutre,cuisine,motive,amis,cafe,118,0.752,0.784,0.738,0.386,0.277,0.094,0.247,8.8
22QiTJqDn1BIRSh4mkNJ5w,Sade,Cherish the Day,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,136,0.789,0.862,0.817,0.412,0.174,0.083,0.116,8.1
6zWcEyrSS9gFtWaixDgp0q,CLIP,Sad B!tch,pop,journee,neutre,cuisine,motive,famille,maison,125,0.714,0.704,0.8,0.403,0.047,0.066,0.271,8.2
1JY6B9ILvmRla2IKKRZvnH,Porter Robinson,Sad Machine,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,133,0.745,0.811,0.821,0.481,0.324,0.054,0.269,8.1
1UpXhetX1s5OXTY5fRjWvu,Adrianne Lenker,Sadness As A Gift,pop,journee,neutre,sport,motive,groupe,salle_sport,134,0.744,0.727,0.669,0.418,0.387,0.115,0.182,8.2
1tEto4JrqNmBZFH5uAiYqb,Lehmber Hussainpuri,Sadi Gali,pop,journee,ensoleille,sport,energique,groupe,exterieur,137,0.89,0.719,0.89,0.597,0.344,0.053,0.16,8.1
4ack8q3p80uwQDp3Gzqk7Z,Ryan Mack,Sad Fuck,pop,apres_midi,chaud,conduite,neutre,famille,voiture,134,0.654,0.802,0.67,0.498,0.239,0.038,0.169,8.0
5nTkONY4rLBuzMiDoYg9Y4,Bo Burnham,Sad,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,146,0.897,0.891,0.858,0.455,0.289,0.074,0.086,7.4
6PUIzlqotEmPuBfjbwYWOB,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,pop,weekend,chaud,sport,joyeux,amis,exterieur,137,0.741,0.865,0.811,0.387,0.268,0.061,0.089,8.5
2EUxbBRKE07EOWW8mBkg5q,Maroon 5,Sad,pop,weekend,chaud,sport,joyeux,amis,salle_sport,141,0.845,0.918,0.926,0.35,0.367,0.071,0.174,7.2
5KlR3fdrjHUNpuAg72PLbg,Bryce Savage,Sad,pop,journee,chaud,sport,energique,groupe,salle_sport,143,0.834,0.775,0.801,0.411,0.084,0.089,0.315,7.3
2dBwB667LHQkLhdYlwLUZK,Lana Del Rey,Summertime Sadness,pop,weekend,ensoleille,conduite,joyeux,famille,voiture,119,0.746,0.904,0.765,0.412,0.37,0.073,0.147,8.1
3NkkcnnKrNHv4AiGaPdD76,Wanna One,Energetic,pop,journee,neutre,cuisine,motive,amis,restaurant,122,0.759,0.787,0.706,0.582,0.208,0.101,0.118,8.1
0Fd9LHU2Eu8RGaxchCQbaP,Tyla Jane,energy,pop,apres_midi,neutre,detente,romantique,couple,restaurant,129,0.602,0.69,0.645,0.721,0.036,0.049,0.162,8.0
3CEs5Jnov3YkmYn0Vezrcr,Wanna One,Energetic,pop,weekend,chaud,sport,joyeux,amis,salle_sport,151,0.83,0.822,0.805,0.691,0.186,0.068,0.311,7.4
5KMj4vhaIhGx6vLKXc4iS8,Morninglightmusic,Energetic Upbeat Pop,pop,journee,ensoleille,sport,energique,groupe,salle_sport,151,0.831,0.702,0.732,0.321,0.129,0.082,0.35,7.3
1bj5ZFpxGFP5ooQcctNVB4,Sampa the Great,Energy,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,139,0.622,0.87,0.609,0.583,0.018,0.086,0.056,7.5
4gcq5SAJlb78Q1j69QEgKb,BoA,Energetic,pop,apres_midi,neutre,detente,romantique,couple,restaurant,129,0.63,0.751,0.588,0.753,0.329,0.061,0.344,6.8
2Agl9ztvNem2m2FZoTs5O2,Shanin Blake,Energy Vampires,pop,apres_midi,chaud,detente,romantique,couple,maison,130,0.664,0.825,0.74,0.619,0.35,0.112,0.062,7.6
7nkp1uuSbKkoxMvEs8cSw0,PENTAGON,Shine,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,152,0.816,0.863,0.792,0.347,0.085,0.037,0.289,7.9
5oTLeyn20z3kCMLnlp3uHl,Khowl,Energetic,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,145,0.862,0.939,0.789,0.594,0.025,0.089,0.105,6.7
0AGM4qvvXBBLSieh5LjNtm,Able Heart,Energy,pop,journee,neutre,conduite,motive,amis,voiture,115,0.704,0.739,0.66,0.45,0.073,0.074,0.319,8.0
71eKiKTJxISIU9SqFlBXG2,Ocean Sounds,Energetic Hawaiian Ocean Waves,pop,journee,neutre,conduite,motive,couple,voiture,118,0.789,0.669,0.747,0.664,0.072,0.039,0.067,7.4
5fWaGPcGFi7EOnL6QPeKCU,Orion Winslow,Energetic,pop,journee,ensoleille,sport,energique,amis,exterieur,142,0.824,0.755,0.802,0.417,0.071,0.075,0.176,6.7
7uqdo2G15BYm3Y7WXcI3Fe,Ocean Sounds,Energetic Island Ocean Waves,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,150,0.831,0.809,0.891,0.431,0.031,0.045,0.284,7.1
13jLiEg5wdMXuJzXXnRcnj,BURNS,Energy,pop,apres_midi,neutre,detente,romantique,couple,maison,126,0.646,0.793,0.636,0.794,0.26,0.073,0.329,7.4
3VlUVhU5lreNsJY6BThexe,BoA,Energetic,pop,weekend,chaud,sport,joyeux,groupe,exterieur,130,0.723,0.852,0.772,0.66,0.241,0.116,0.347,6.5
6AdgfI9FMMzg963OAg4eQU,Ocean Waves,Energetic Hawaiian Ocean Sounds,pop,apres_midi,neutre,detente,romantique,couple,restaurant,125,0.662,0.68,0.608,0.544,0.018,0.041,0.265,7.3
5xNANYd1HTdPVVkgIB70wj,Toni Jones,Energy Budget,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,137,0.783,0.91,0.865,0.657,0.134,0.05,0.14,7.4
44ZaCYwN9wyND6m6MHNEPp,SQS (MOON BYUL & EXY),Energetic,pop,journee,neutre,conduite,motive,couple,voiture,120,0.738,0.66,0.632,0.625,0.358,0.033,0.175,7.2
43eKHpBZBSr7Nj9GHj2C9e,Ocean Sounds,Energetic Miami Beach Waves,pop,apres_midi,neutre,detente,romantique,couple,maison,119,0.618,0.787,0.685,0.576,0.176,0.085,0.069,7.0
7gOdmNazfs5qdtsgWOB1Z4,Stace Cadet,Energy,pop,weekend,chaud,conduite,joyeux,amis,voiture,122,0.736,0.895,0.736,0.529,0.247,0.091,0.195,7.4
7wCniZFSGfnsbVF04ybaMk,Catbu,Energetic,pop,apres_midi,neutre,conduite,neutre,famille,voiture,126,0.657,0.739,0.626,0.491,0.049,0.082,0.149,7.2
0LlgXAndcx8kzhT2OPvuQ3,Ocean Sounds,Energetic Paradise Ocean Sounds,pop,apres_midi,chaud,detente,romantique,couple,maison,124,0.601,0.902,0.775,0.738,0.377,0.062,0.092,6.6
4DBUmEIkg9xeiH7TbyxK3o,Ship Wrek,Energy,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,152,0.807,0.868,0.798,0.702,0.235,0.08,0.282,7.2
64uuoH8dK4qRwwdfXT1bDB,Chuckie,Energetic,pop,apres_midi,neutre,detente,romantique,couple,restaurant,138,0.617,0.793,0.581,0.508,0.014,0.047,0.143,6.3
0VgjL9VWv4ODvoc60Y8mWF,Ocean Sounds,Energetic Florida Beach Sounds,pop,journee,neutre,sport,motive,groupe,exterieur,136,0.786,0.797,0.739,0.396,0.1,0.032,0.067,7.1
1CPMKAViIeLiYZKFqRfYQ1,Mical Teja,Energy,pop,journee,neutre,sport,motive,amis,salle_sport,139,0.737,0.797,0.753,0.623,0.091,0.03,0.271,7.7
5HmGDZjXDrCJvQ3TLMwSd7,LQmed,Energetic,pop,journee,chaud,sport,energique,amis,salle_sport,140,0.802,0.781,0.711,0.489,0.098,0.052,0.297,6.4
1qXaofILr4C111UXt9Q82m,Ocean Sounds,Energetic Atlantic Ocean Sounds,pop,apres_midi,neutre,detente,romantique,couple,maison,119,0.653,0.752,0.749,0.739,0.316,0.095,0.185,7.1
76ucLd6tuGZOG3hh6caEx1,Michael Seven,Energy Mantra - Remix,pop,journee,chaud,sport,energique,amis,exterieur,142,0.88,0.73,0.924,0.28,0.254,0.04,0.28,7.5
70LFZUTY6PYy4KCsKtDKVy,Ezenia,Energetic,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,122,0.622,0.928,0.741,0.616,0.047,0.085,0.115,6.2
5RGibOsnNctLWqdAciXL74,Ocean Sounds,Energetic California Beach Sounds,pop,apres_midi,chaud,detente,romantique,couple,restaurant,139,0.662,0.847,0.689,0.748,0.175,0.108,0.185,6.8
7gJorz00NoHeeDA9oEPWyf,Gold-Tiger,Upbeat Energetic Fun Happy Kids,pop,apres_midi,neutre,cuisine,neutre,famille,maison,133,0.665,0.65,0.756,0.43,0.057,0.098,0.311,7.6
46x3MAa7Z2BxpNaaEVnd9Y,Sue music inc,Energetic,pop,weekend,chaud,sport,joyeux,amis,salle_sport,138,0.848,0.814,0.783,0.372,0.342,0.111,0.323,6.4
3mRFHotzzogbJ5Qp7nXfhG,Slumbering Tapes,Massage Energetic,pop,apres_midi,neutre,cuisine,neutre,famille,maison,129,0.604,0.75,0.558,0.447,0.205,0.056,0.341,6.1
6iH3aLFWxvjl4XfoDPfpNP,Mystic Marley,Energy,pop,journee,neutre,cuisine,motive,amis,cafe,115,0.749,0.73,0.784,0.449,0.262,0.08,0.257,7.6
